Sno	Code	ProductName	Qty	UOM	Rate	Value()	MainCat	SubCat
562	31337	SPONGE WIPE YELLOW	15	NOS	40.12	601.8	RAW MATERIALS	CLEANING MATERIALS
563	28683	SPRAY CAN	2	NOS	101.6	203.2	RAW MATERIALS	CLEANING MATERIALS
564	107690	SPRING ONION (KGS)	121	KGS	52.991735	6412	VEGETABLES	KEERAI(GREENS) VARIETIES
565	6653	STAMP PAD INK RED	1	NOS	33.04	33.04	STATIONARY ITEMS	STATIONARY ITEMS
566	3319	STONE SALT	460	KGS	9.217391	4240	RAW MATERIALS	SPICES AND MASALA
567	83	STRAWBERRY	66.61	KGS	600	39966	SWEETS	BENGALI SWEETS [KGS]
568	40421	STRAWBERRY KAJU BURFI	20.26	KGS	1200	24312	SWEETS	DRY FRUIT SWEETS [KGS]
569	40544	STRAWBERRY ICE CREAMS [KGS]	22	KGS	274.57	6040.54	ICE CREAMS	ICE CREAM GALLON
570	2665	SUGAR FREE (DIET)	1000	PAKTS	0.94	940	RAW MATERIALS	SUGAR AND ALLIED PRODUCTS
571	29112	SUGAR S30	400	KGS	40.95	16380	RAW MATERIALS	SUGAR AND ALLIED PRODUCTS
572	101004	SUGARCANE BOWL 180 ML	1500	NOS	1.48	2220	PACKING MATERIALS	PACKING MATERIALS
573	101682	SUGARCANE PLATE 12INCH	1500	NOS	6.83	10245	PACKING MATERIALS	PACKING MATERIALS
574	101009	SUGARCANE PLATE 7 INCH	5625	NOS	2.24	12600	PACKING MATERIALS	PACKING MATERIALS
575	29211	SUMA BREAKUP - 5 LTR	5	NOS	131.33	656.65	RAW MATERIALS	CLEANING MATERIALS
576	101461	SUMA DIP K-1	0.5	LTRS	225.38	112.69	RAW MATERIALS	CLEANING MATERIALS
577	32121	SUMA INOX D 7.1	1	LTRS	275.39	275.39	RAW MATERIALS	CLEANING MATERIALS
578	36582	SUMA K21 CARBON REMOVER	15	NOS	378.31	5674.65	CHEMICALS	CHEMICALS
579	2064	SURAKAI	39.2	KGS	27.448979	1076	VEGETABLES	REGULAR VEGETABLES
580	37	SURAT KARI	1.04	KGS	600	624	SWEETS	GHEE SWEETS [KGS]
581	8225	SWEET BREAD	100	NOS	40.5	4050	BAKERY	BREAD
582	104334	SWEET CORN ( TINS ) - 12 %	10	TINS	49.84	498.4	RAW MATERIALS	H2H RAW MATERIALS
583	38	SWEET SOMAS	8.49	KGS	565.71	4802.88	SWEETS	GHEE SWEETS [KGS]
584	24324	SWEET THUNDER.	20	NOS	337.5	6750	SAVOURIES	PACKED - SAVOURIES
585	40178	SWEETEST BLISS	9	NOS	610.71	5496.39	SAVOURIES	PACKED - SAVOURIES
586	24323	SWEETEST DESIRE.	13	NOS	297.32	3865.16	SAVOURIES	PACKED - SAVOURIES
587	3381	SWP CASHEW	245	KGS	516.428571	126525	RAW MATERIALS	DRY FRUITS AND NUTS
588	3073	TAMARIND	90	KGS	139.777777	12580	RAW MATERIALS	SPICES AND MASALA
589	36206	TAPE DISPENSER(3INCH)	2	NOS	552.73	1105.46	STATIONARY ITEMS	STATIONARY ITEMS
590	29213	TASKI ALUMINIUM HANDLE GREEN 140 CM	2	PICES	88.5	177	RAW MATERIALS	CLEANING MATERIALS
591	101080	TASKI FLOO CLEANER CONCENTRATE	10	LTRS	182.26	1822.6	RAW MATERIALS	CLEANING MATERIALS
592	29214	TASKI FLOOR SQUEEGEE 55CM. ECO	2	PICES	118	236	RAW MATERIALS	CLEANING MATERIALS
593	14294	TASKI FRESH & CLEAN URINAL SCREEN	8	PICES	335.07	2680.56	RAW MATERIALS	CLEANING MATERIALS
594	26941	TASKI PBT BRUSH 45CM	1	NOS	3869.26	3869.26	RAW MATERIALS	CLEANING MATERIALS
595	24247	TASTY DELIGHT(500)	22	NOS	474.11	10430.42	SAVOURIES	PACKED - SAVOURIES
596	3251	TATA SALT	215	KGS	25	5375	RAW MATERIALS	SPICES AND MASALA
597	2103	THATTAI [250 GM]	360	NOS	100.45	36162	SAVOURIES	SAVOURIES - THATTAI & SEEDAI [NOS]
598	13851	THERMO ROLL (MEDIUM)	200	NOS	2	400	STATIONARY ITEMS	STATIONARY ITEMS
599	107380	TOMAT0 SAUCE 930GMS	36	NOS	54.88	1975.68	RAW MATERIALS	SAUCES & SYRUP
600	2047	TOMATO BANGALORE	2350	KGS	28.956595	68048	VEGETABLES	TOMATO ITEMS
601	3539	TOMATO KETCHUP	3100	PAKTS	0.56	1736	RAW MATERIALS	SAUCES & SYRUP
602	2102	TOMATO NATU	2296	KGS	24.484756	56217	VEGETABLES	TOMATO ITEMS
603	29424	TOMATO SAUCE	74	KGS	56.09081	4150.72	RAW MATERIALS	SAUCES & SYRUP
604	469	TOMATO THOKKU [400 GM]	40	NOS	184.82	7392.8	SAVOURIES	RICE MIXES
605	3284	TOOR DHALL	750	KGS	164.933333	123700	RAW MATERIALS	CEREALS AND PULSES
606	3011	TOOTYFRUITY	3	KGS	134.4	403.2	RAW MATERIALS	DRY FRUITS AND NUTS
607	106192	TRANSPARENT TAPE BLUE COLOUR PRINT (36MMX35 MTSX42MIC)	118	NOS	24.5	2891	PACKING MATERIALS	PACKING MATERIALS
608	3349	TURMERIC POWDER	40	KGS	219.7095	8788.38	RAW MATERIALS	SPICES AND MASALA
609	36566	UNIFORM CLEANER T-SHIRT 36	4	NOS	367.5	1470	STATIONARY ITEMS	UNIFORMS
610	4407	UNIFORM COAT 36 SALESGIRL	6	NOS	357	2142	STATIONARY ITEMS	UNIFORMS
611	28266	UNIFORM PANT 28	4	NOS	354.43	1417.72	STATIONARY ITEMS	UNIFORMS
612	28278	UNIFORM PANT 30	2	NOS	399	798	STATIONARY ITEMS	UNIFORMS
613	28280	UNIFORM PANT 32	8	NOS	399	3192	STATIONARY ITEMS	UNIFORMS
614	28282	UNIFORM PANT 34	2	NOS	399	798	STATIONARY ITEMS	UNIFORMS
615	28286	UNIFORM PANT 38	4	NOS	399	1596	STATIONARY ITEMS	UNIFORMS
616	100828	UNIFORM PANT 40	2	NOS	399	798	STATIONARY ITEMS	UNIFORMS
617	4493	UNIFORM SALESMAN T SHIRT AAB M SIZE	4	NOS	367.5	1470	STATIONARY ITEMS	UNIFORMS
618	4492	UNIFORM T SHIRT AAB L SIZE	2	NOS	367.5	735	STATIONARY ITEMS	UNIFORMS
619	36266	UNIFORM WAITER COAT 34 SIZE	4	NOS	472.5	1890	STATIONARY ITEMS	UNIFORMS
620	36267	UNIFORM WAITER COAT 36 SIZE	2	NOS	472.5	945	STATIONARY ITEMS	UNIFORMS
621	36268	UNIFORM WAITER COAT 38 SIZE	4	NOS	472.5	1890	STATIONARY ITEMS	UNIFORMS
622	28127	UNIFORM WAITER SHIRT 34	10	NOS	309.75	3097.5	STATIONARY ITEMS	UNIFORMS
623	14418	UNIFORM WAITER SHIRT 38	4	NOS	309.75	1239	STATIONARY ITEMS	UNIFORMS
624	27271	UNIFORM WAITER SHIRT 42	2	NOS	309.75	619.5	STATIONARY ITEMS	UNIFORMS
625	8927	UPMA MIX(500 GM)	10	NOS	87.71	877.1	SAVOURIES	SAVOURIES-INSTANT MIX [PIECE]
626	40542	VANNILA ICE CREAM [KGS]	30	KGS	274.58	8237.4	ICE CREAMS	ICE CREAM GALLON
627	610	VANNILA(50ML)	150	NOS	9	1350	ICE CREAMS	ICE CREAMS - CUPS & CONES
628	570	VATAKOZHAMBU THOKKU [400GMS]	40	NOS	175.43	7017.2	SAVOURIES	RICE MIXES
629	29688	VAZHAKAI (KGS)	350	KGS	35.122857	12293	VEGETABLES	REGULAR VEGETABLES
630	8218	VEG PUFFS - [BKERY]	170	NOS	19.07	3241.9	BAKERY	PUFFS
631	129	VEG ROLL SAMOSA [EACH]	80	NOS	22.5	1800	CHAT	SAMOSA
632	24578	VELLAI SEEDAI(100GM)	70	NOS	53.57	3749.9	SAVOURIES	PACKED - SAVOURIES
633	3008	VENDAYAM	7	KGS	89.7	627.9	RAW MATERIALS	SPICES AND MASALA
634	3167	VERMICELLI	34	KGS	78.75	2677.5	RAW MATERIALS	VATHAL & VADAMS
635	3308	VINIGAR	30	BOTLS	19.19	575.7	RAW MATERIALS	SPICES AND MASALA
636	29052	WAFER ROLL CHOCOLATE	2	PAKTS	84.96	169.92	RAW MATERIALS	CHOCOLATES -RM
637	29053	WAFER ROLL -STRAWBERRY	2	PAKTS	84.96	169.92	RAW MATERIALS	CHOCOLATES -RM
638	29596	WATER MELON MYSORE(R KIRAN)	389.8	KGS	24.558491	9572.9	FRUITS	REGULAR FRUITS
639	23491	WHEAT AND KAJU BISCUITS 200GMS	15	NOS	110.59	1658.85	BAKERY	BISCUITS
640	3911	WHITE CHENNA ( MEDI BOLD)	30	KGS	113.666666	3410	RAW MATERIALS	VATHAL & VADAMS
641	3068	WHITE KARAMANI	10	KGS	96.5	965	RAW MATERIALS	CEREALS AND PULSES
642	26	WHITE SOAN PAPDI	75.64	KGS	600	45384	SWEETS	GHEE SWEETS [KGS]
643	33129	WOODEN BRUSH	2	NOS	29.5	59	RAW MATERIALS	CLEANING MATERIALS
644	26379	WOODEN SPOON (16 CM)	20600	NOS	0.59	12154	PACKING MATERIALS	SERVICE MATERIAL-PACKING
645	2028	YAM	89	KGS	76.314606	6792	VEGETABLES	REGULAR VEGETABLES
646	2156	YELLOW CAPSICUM	11	KGS	119.545454	1315	VEGETABLES	EXOTIC VEGETABLES
647	2417	ZUCCINJ GREEN	19.3	KGS	186.735751	3604	VEGETABLES	EXOTIC VEGETABLES
648	29299	ZUCCINJ YELLOW	20.7	KGS	191.111111	3956	VEGETABLES	EXOTIC VEGETABLES
		Total	315104			10237979		
